example_id                                                             | status | run_time        |
./spec/system/order_spec.rb[1:2]                                       | passed | 0.10922 seconds |
./spec/system/order_spec.rb[1:3]                                       | passed | 0.10683 seconds |
./spec/system/order_spec.rb[1:4]                                       | passed | 0.09401 seconds |
./spec/system/order_spec.rb[1:5]                                       | passed | 0.09453 seconds |
./spec/system/products_spec.rb[1:1]                                    | passed | 0.24428 seconds |
./spec/system/products_spec.rb[1:2:1]                                  | passed | 0.21138 seconds |
./spec/system/products_spec.rb[1:2:2]                                  | passed | 0.21093 seconds |
./spec/system/products_spec.rb[1:3:1]                                  | passed | 0.19236 seconds |
./spec/system/products_spec.rb[1:3:2]                                  | passed | 0.193 seconds   |
./spec/system/products_spec.rb[1:3:3]                                  | passed | 0.19222 seconds |
./spec/system/products_spec.rb[1:3:4]                                  | passed | 0.21259 seconds |
./spec/system/products_spec.rb[1:3:5]                                  | passed | 0.21428 seconds |
./spec/system/products_spec.rb[1:4:1]                                  | passed | 0.19476 seconds |
./spec/system/products_spec.rb[1:5:1:1]                                | passed | 0.20559 seconds |
./spec/system/products_spec.rb[1:5:1:2]                                | passed | 0.21544 seconds |
./spec/system/products_spec.rb[1:5:1:3]                                | passed | 0.73828 seconds |
./spec/system/products_spec.rb[1:6]                                    | passed | 0.19406 seconds |
./spec/system/products_spec.rb[1:7:1]                                  | passed | 0.71685 seconds |
./spec/system/products_spec.rb[1:7:2]                                  | passed | 0.27784 seconds |
./spec/system/products_spec.rb[1:8:1]                                  | passed | 0.25323 seconds |
./spec/system/products_spec.rb[1:9]                                    | passed | 0.20587 seconds |
./spec/system/products_spec.rb[1:10]                                   | passed | 0.25564 seconds |
./spec/system/products_spec.rb[1:11]                                   | passed | 0.23858 seconds |
./spec/system/products_spec.rb[1:12]                                   | passed | 0.20946 seconds |
./spec/system/products_spec.rb[1:13]                                   | passed | 0.24018 seconds |
./spec/system/products_spec.rb[1:14]                                   | passed | 0.20294 seconds |
./spec/system/promotion_code_invalidation_spec.rb[1:1]                 | passed | 0.97252 seconds |
./spec/system/quantity_promotions_spec.rb[1:1]                         | passed | 0.98186 seconds |
./spec/system/quantity_promotions_spec.rb[1:2]                         | passed | 0.75494 seconds |
./spec/system/quantity_promotions_spec.rb[1:3:1]                       | passed | 0.93152 seconds |
./spec/system/taxons_spec.rb[1:1]                                      | passed | 0.05667 seconds |
./spec/system/taxons_spec.rb[1:2]                                      | passed | 0.0478 seconds  |
./spec/system/taxons_spec.rb[1:3:1]                                    | passed | 0.04901 seconds |
./spec/system/taxons_spec.rb[1:3:2]                                    | passed | 0.05752 seconds |
./spec/system/taxons_spec.rb[1:3:3]                                    | passed | 0.04647 seconds |
./spec/system/taxons_spec.rb[1:3:4]                                    | passed | 0.05541 seconds |
./spec/system/taxons_spec.rb[1:3:5]                                    | passed | 0.05006 seconds |
./spec/system/taxons_spec.rb[1:4:1]                                    | passed | 0.28449 seconds |
./spec/system/taxons_spec.rb[1:4:2]                                    | passed | 0.23721 seconds |
./spec/system/taxons_spec.rb[1:5:1]                                    | passed | 0.05134 seconds |
./spec/system/taxons_spec.rb[1:5:2:1]                                  | passed | 0.04661 seconds |
./spec/system/taxons_spec.rb[1:6:1]                                    | passed | 0.0714 seconds  |
./spec/system/template_rendering_spec.rb[1:1]                          | passed | 0.01194 seconds |
